clip	duration[ms]
common_voice_en_43377358.mp3	4968
common_voice_en_43358570.mp3	4356
common_voice_en_42779513.mp3	7056
common_voice_en_43165071.mp3	7416
common_voice_en_42788423.mp3	6048
common_voice_en_43376185.mp3	8136
common_voice_en_42902552.mp3	6768
common_voice_en_43202732.mp3	4644
common_voice_en_43160567.mp3	5040
common_voice_en_43365823.mp3	5328
common_voice_en_42808949.mp3	5508
common_voice_en_42863059.mp3	4680
common_voice_en_42802326.mp3	10836
common_voice_en_43195257.mp3	9864
common_voice_en_43023915.mp3	4428
common_voice_en_43304716.mp3	7416
common_voice_en_43199524.mp3	9540
common_voice_en_43208381.mp3	8280
common_voice_en_43216118.mp3	6768
common_voice_en_43222917.mp3	4932
common_voice_en_43201522.mp3	9072
common_voice_en_43199174.mp3	8676
common_voice_en_42706999.mp3	11340
common_voice_en_42925660.mp3	11448
common_voice_en_42710438.mp3	5652
common_voice_en_43298870.mp3	5148
common_voice_en_43195508.mp3	5616
common_voice_en_43197631.mp3	6912
common_voice_en_43195028.mp3	6084
common_voice_en_42779992.mp3	7128
common_voice_en_43114458.mp3	5436
common_voice_en_42706196.mp3	6444
common_voice_en_42744728.mp3	5364
common_voice_en_42783219.mp3	4428
common_voice_en_43193322.mp3	4860
common_voice_en_43422041.mp3	5220
common_voice_en_43266328.mp3	4392
common_voice_en_42817199.mp3	7236
common_voice_en_42846829.mp3	7092
common_voice_en_42862232.mp3	3600
common_voice_en_43388417.mp3	5508
common_voice_en_43382580.mp3	5508
common_voice_en_43416566.mp3	7236
common_voice_en_42755786.mp3	4500
common_voice_en_42779953.mp3	8208
common_voice_en_42746597.mp3	5400
common_voice_en_43205077.mp3	5292
common_voice_en_43304812.mp3	8820
common_voice_en_43194777.mp3	5220
common_voice_en_43194238.mp3	4716
common_voice_en_43200113.mp3	5940
common_voice_en_42906027.mp3	6660
common_voice_en_43366211.mp3	4716
common_voice_en_43347200.mp3	6300
common_voice_en_42707473.mp3	10476
common_voice_en_42814591.mp3	11196
common_voice_en_43213985.mp3	5580
common_voice_en_43197532.mp3	5832
common_voice_en_43193581.mp3	5616
common_voice_en_42814597.mp3	8316
common_voice_en_42813868.mp3	5040
common_voice_en_43231547.mp3	7956
common_voice_en_43205576.mp3	6732
common_voice_en_42813995.mp3	9648
common_voice_en_43207152.mp3	5364
common_voice_en_43198241.mp3	11484
common_voice_en_43195018.mp3	6012
common_voice_en_42779931.mp3	6660
common_voice_en_43095958.mp3	5976
common_voice_en_42862143.mp3	6516
common_voice_en_42743487.mp3	3600
common_voice_en_43203755.mp3	11196
common_voice_en_43335893.mp3	7200
common_voice_en_43203879.mp3	7128
common_voice_en_43188896.mp3	4788
common_voice_en_43220702.mp3	6624
common_voice_en_43198153.mp3	5760
common_voice_en_42770234.mp3	8388
common_voice_en_43202630.mp3	7848
common_voice_en_43198377.mp3	4608
common_voice_en_43194692.mp3	5760
common_voice_en_42800081.mp3	6300
common_voice_en_43198210.mp3	5904
common_voice_en_42713481.mp3	4104
common_voice_en_43212465.mp3	9828
common_voice_en_43200386.mp3	5004
common_voice_en_42814598.mp3	8640
common_voice_en_43196337.mp3	8424
common_voice_en_42760761.mp3	11808
common_voice_en_43209561.mp3	4536
common_voice_en_43193898.mp3	11952
common_voice_en_43194894.mp3	5256
common_voice_en_43335433.mp3	5508
common_voice_en_43201617.mp3	8856
common_voice_en_43199867.mp3	6552
common_voice_en_42934113.mp3	6876
common_voice_en_43193043.mp3	10296
common_voice_en_42800749.mp3	6480
common_voice_en_43371672.mp3	4104
common_voice_en_42751077.mp3	3996
common_voice_en_43406663.mp3	9396
common_voice_en_42861738.mp3	6768
common_voice_en_42746456.mp3	4968
common_voice_en_42882336.mp3	5292
common_voice_en_42856926.mp3	6660
common_voice_en_43388451.mp3	7920
common_voice_en_42981887.mp3	6516
common_voice_en_42744707.mp3	12024
common_voice_en_43212755.mp3	3888
common_voice_en_42743835.mp3	5328
common_voice_en_43197810.mp3	6768
common_voice_en_42840245.mp3	2988
common_voice_en_42905808.mp3	5292
common_voice_en_42879331.mp3	4068
common_voice_en_43197708.mp3	6912
common_voice_en_42902531.mp3	6624
common_voice_en_43228322.mp3	4716
common_voice_en_43203445.mp3	6948
common_voice_en_43198884.mp3	4788
common_voice_en_42902601.mp3	5724
common_voice_en_42832486.mp3	6048
common_voice_en_43195772.mp3	12096
common_voice_en_42747405.mp3	10476
common_voice_en_43212295.mp3	6516
common_voice_en_43228955.mp3	7236
common_voice_en_43201073.mp3	5976
common_voice_en_42779679.mp3	3420
common_voice_en_43207135.mp3	5328
common_voice_en_43329180.mp3	5832
common_voice_en_43364118.mp3	7236
common_voice_en_42904715.mp3	6012
common_voice_en_43197154.mp3	5508
common_voice_en_43193999.mp3	5076
common_voice_en_42802442.mp3	5148
common_voice_en_43193286.mp3	3348
common_voice_en_43160432.mp3	5724
common_voice_en_43209818.mp3	3708
common_voice_en_42787809.mp3	7128
common_voice_en_43047572.mp3	6336
common_voice_en_42809997.mp3	3276
common_voice_en_42740825.mp3	8388
common_voice_en_42731141.mp3	5256
common_voice_en_42902556.mp3	3420
common_voice_en_43217239.mp3	6120
common_voice_en_42977057.mp3	7668
common_voice_en_43199385.mp3	7416
common_voice_en_43210389.mp3	5076
common_voice_en_42706220.mp3	6012
common_voice_en_42713390.mp3	4104
common_voice_en_43254578.mp3	6948
common_voice_en_43182903.mp3	9180
common_voice_en_42716209.mp3	9648
common_voice_en_43205626.mp3	7020
common_voice_en_43335892.mp3	3600
common_voice_en_43209091.mp3	5868
common_voice_en_42746566.mp3	9180
common_voice_en_43023579.mp3	6336
common_voice_en_42814313.mp3	8208
common_voice_en_43196419.mp3	6120
common_voice_en_43217960.mp3	6984
common_voice_en_43211750.mp3	4608
common_voice_en_43035327.mp3	14868
common_voice_en_43217887.mp3	10512
common_voice_en_43382693.mp3	6048
common_voice_en_43198465.mp3	7236
common_voice_en_43302032.mp3	5076
common_voice_en_42762612.mp3	6228
common_voice_en_43208108.mp3	7164
common_voice_en_43204956.mp3	6264
common_voice_en_43173954.mp3	3888
common_voice_en_42779767.mp3	6120
common_voice_en_42859434.mp3	6048
common_voice_en_42809835.mp3	2196
common_voice_en_43226550.mp3	6588
common_voice_en_42774198.mp3	2988
common_voice_en_42790464.mp3	9000
common_voice_en_42930022.mp3	7668
common_voice_en_43196651.mp3	5364
common_voice_en_42781224.mp3	7560
common_voice_en_43199060.mp3	7488
common_voice_en_42906076.mp3	2916
common_voice_en_43209089.mp3	7560
common_voice_en_43366099.mp3	4896
common_voice_en_42731152.mp3	7488
common_voice_en_43203820.mp3	4140
common_voice_en_42756035.mp3	5400
common_voice_en_42790385.mp3	5076
common_voice_en_43211358.mp3	6516
common_voice_en_42713887.mp3	5544
common_voice_en_42944823.mp3	2340
common_voice_en_43160483.mp3	8820
common_voice_en_42713430.mp3	9144
common_voice_en_43411375.mp3	4860
common_voice_en_43197399.mp3	7056
common_voice_en_42751921.mp3	3456
common_voice_en_43173810.mp3	3600
common_voice_en_42802436.mp3	2556
common_voice_en_43165075.mp3	6300
common_voice_en_43193784.mp3	8388
common_voice_en_42773467.mp3	4968
common_voice_en_42906341.mp3	6264
common_voice_en_43193441.mp3	3708
common_voice_en_43194499.mp3	6228
common_voice_en_43196727.mp3	5652
common_voice_en_43415537.mp3	4896
common_voice_en_43214458.mp3	5436
common_voice_en_43194523.mp3	5544
common_voice_en_43210129.mp3	5868
common_voice_en_43200653.mp3	7596
common_voice_en_43198369.mp3	6660
common_voice_en_43361090.mp3	6588
common_voice_en_43203086.mp3	8856
common_voice_en_43214830.mp3	5976
common_voice_en_43218148.mp3	8496
common_voice_en_42748827.mp3	3708
common_voice_en_42810201.mp3	8136
common_voice_en_42710640.mp3	7596
common_voice_en_43195673.mp3	8676
common_voice_en_42946079.mp3	4392
common_voice_en_42895940.mp3	4032
common_voice_en_42862064.mp3	4536
common_voice_en_43202285.mp3	5688
common_voice_en_42743543.mp3	5436
common_voice_en_43225647.mp3	3744
common_voice_en_43203700.mp3	5076
common_voice_en_43382845.mp3	4572
common_voice_en_42902795.mp3	5832
common_voice_en_43198345.mp3	6912
common_voice_en_43236231.mp3	9936
common_voice_en_43338985.mp3	4140
common_voice_en_42835664.mp3	8640
common_voice_en_42867728.mp3	13356
common_voice_en_42807387.mp3	8748
common_voice_en_43004195.mp3	4284
common_voice_en_43236219.mp3	5508
common_voice_en_43195064.mp3	6624
common_voice_en_42727540.mp3	7488
common_voice_en_42812487.mp3	6228
common_voice_en_42812545.mp3	6804
common_voice_en_43343823.mp3	5976
common_voice_en_43192961.mp3	6876
common_voice_en_43194697.mp3	7560
common_voice_en_43392969.mp3	6336
common_voice_en_43096075.mp3	8244
common_voice_en_42871361.mp3	9576
common_voice_en_43182664.mp3	9144
common_voice_en_43193079.mp3	3564
common_voice_en_43020620.mp3	7488
common_voice_en_43335933.mp3	3528
common_voice_en_42834037.mp3	5832
common_voice_en_43203356.mp3	3240
common_voice_en_42882277.mp3	5292
common_voice_en_42787808.mp3	7848
common_voice_en_42792021.mp3	6300
common_voice_en_42805676.mp3	7380
common_voice_en_43197271.mp3	6336
common_voice_en_42788039.mp3	5616
common_voice_en_43200104.mp3	3816
common_voice_en_43281087.mp3	4680
common_voice_en_43194055.mp3	4356
common_voice_en_43173983.mp3	6732
common_voice_en_43205195.mp3	7992
common_voice_en_43335875.mp3	7308
common_voice_en_43280974.mp3	7236
common_voice_en_42787818.mp3	5688
common_voice_en_43184314.mp3	5076
common_voice_en_43396477.mp3	8388
common_voice_en_43203983.mp3	5148
common_voice_en_43143502.mp3	7200
common_voice_en_42771745.mp3	11268
common_voice_en_43195459.mp3	6336
common_voice_en_43208026.mp3	6948
common_voice_en_43422102.mp3	2520
common_voice_en_43197815.mp3	7632
common_voice_en_43203997.mp3	6228
common_voice_en_43080706.mp3	6408
common_voice_en_43205487.mp3	4968
common_voice_en_42925588.mp3	6300
common_voice_en_42784422.mp3	8136
common_voice_en_43196321.mp3	6408
common_voice_en_43200920.mp3	5544
common_voice_en_43387470.mp3	10368
common_voice_en_43195126.mp3	4932
common_voice_en_43210095.mp3	6516
common_voice_en_42817962.mp3	4716
common_voice_en_43201328.mp3	4104
common_voice_en_43396475.mp3	14184
common_voice_en_43203745.mp3	4032
common_voice_en_42801268.mp3	4896
common_voice_en_42718349.mp3	9756
common_voice_en_43406565.mp3	8172
common_voice_en_43198444.mp3	6228
common_voice_en_43183741.mp3	5832
common_voice_en_42731180.mp3	4896
common_voice_en_42761591.mp3	4464
common_voice_en_43392978.mp3	5220
common_voice_en_43194691.mp3	6156
common_voice_en_42706506.mp3	5868
common_voice_en_43194727.mp3	6840
common_voice_en_42807363.mp3	4176
common_voice_en_43217193.mp3	5076
common_voice_en_43197368.mp3	4176
common_voice_en_43205849.mp3	5436
common_voice_en_43406589.mp3	8568
common_voice_en_43332566.mp3	7380
common_voice_en_42716218.mp3	5688
common_voice_en_43197349.mp3	6552
common_voice_en_43210284.mp3	4500
common_voice_en_43216608.mp3	9000
common_voice_en_43414650.mp3	5256
common_voice_en_42754704.mp3	8532
common_voice_en_43200873.mp3	4716
common_voice_en_42784072.mp3	7236
common_voice_en_42767958.mp3	7668
common_voice_en_43220768.mp3	6372
common_voice_en_42770887.mp3	4608
common_voice_en_42906332.mp3	3096
common_voice_en_43182679.mp3	4608
common_voice_en_43382611.mp3	5436
common_voice_en_43355940.mp3	5184
common_voice_en_43198417.mp3	7056
common_voice_en_42896285.mp3	4320
common_voice_en_43203438.mp3	6948
common_voice_en_42779762.mp3	8316
common_voice_en_43230914.mp3	3888
common_voice_en_42710613.mp3	8532
common_voice_en_43373542.mp3	7920
common_voice_en_42787950.mp3	9108
common_voice_en_43220759.mp3	8136
common_voice_en_43202994.mp3	5328
common_voice_en_43124053.mp3	6156
common_voice_en_43179334.mp3	5940
common_voice_en_42814357.mp3	5616
common_voice_en_43218145.mp3	4644
common_voice_en_43194312.mp3	7560
common_voice_en_42807258.mp3	3996
common_voice_en_43193248.mp3	5508
common_voice_en_43205719.mp3	7236
common_voice_en_43126318.mp3	7560
common_voice_en_43201104.mp3	6516
common_voice_en_42835905.mp3	5544
common_voice_en_43232395.mp3	7236
common_voice_en_43196398.mp3	6336
common_voice_en_43382736.mp3	5184
common_voice_en_42790341.mp3	5148
common_voice_en_43199451.mp3	5400
common_voice_en_43184316.mp3	4176
common_voice_en_43195163.mp3	5040
common_voice_en_42787810.mp3	8388
common_voice_en_43182830.mp3	5400
common_voice_en_42806206.mp3	11628
common_voice_en_43199846.mp3	7956
common_voice_en_43211085.mp3	6588
common_voice_en_43394437.mp3	5940
common_voice_en_43294523.mp3	6480
common_voice_en_43203070.mp3	7740
common_voice_en_43194951.mp3	6084
common_voice_en_43323539.mp3	5760
common_voice_en_42813972.mp3	4500
common_voice_en_42970621.mp3	6336
common_voice_en_43202547.mp3	6588
common_voice_en_42798238.mp3	11376
common_voice_en_42977058.mp3	3636
common_voice_en_43280839.mp3	8280
common_voice_en_43376282.mp3	5868
common_voice_en_42751923.mp3	5400
common_voice_en_43211374.mp3	8856
common_voice_en_43208204.mp3	11412
common_voice_en_43204423.mp3	5544
common_voice_en_43173976.mp3	13428
common_voice_en_43202869.mp3	8136
common_voice_en_42789888.mp3	8496
common_voice_en_42779949.mp3	6876
common_voice_en_43202680.mp3	5364
common_voice_en_42901879.mp3	4284
common_voice_en_43202821.mp3	6372
common_voice_en_43394438.mp3	5472
common_voice_en_43151805.mp3	8496
common_voice_en_43034405.mp3	4356
common_voice_en_42807039.mp3	9180
common_voice_en_42787820.mp3	6876
common_voice_en_43211809.mp3	5760
common_voice_en_42770487.mp3	6660
common_voice_en_42905489.mp3	6480
common_voice_en_43194619.mp3	7020
common_voice_en_42817277.mp3	11808
common_voice_en_42783372.mp3	6300
common_voice_en_43197256.mp3	5040
common_voice_en_43195094.mp3	6840
common_voice_en_43200328.mp3	5508
common_voice_en_43354839.mp3	7020
common_voice_en_43266531.mp3	7668
common_voice_en_42807530.mp3	5796
common_voice_en_43209017.mp3	6372
common_voice_en_43193387.mp3	12600
common_voice_en_43231122.mp3	4968
common_voice_en_43193265.mp3	5976
common_voice_en_43196470.mp3	7272
common_voice_en_43219539.mp3	11520
common_voice_en_43199177.mp3	6768
common_voice_en_43205539.mp3	6660
common_voice_en_43196205.mp3	4788
common_voice_en_43388018.mp3	5220
common_voice_en_43208228.mp3	6084
common_voice_en_43409273.mp3	5148
common_voice_en_43203290.mp3	8496
common_voice_en_43230909.mp3	5040
common_voice_en_42761820.mp3	10080
common_voice_en_43394032.mp3	5544
common_voice_en_43197326.mp3	10224
common_voice_en_43197046.mp3	6084
common_voice_en_43200091.mp3	11628
common_voice_en_43393086.mp3	4968
common_voice_en_42789755.mp3	13536
common_voice_en_43393367.mp3	4536
common_voice_en_43182806.mp3	6516
common_voice_en_43402575.mp3	9756
common_voice_en_43213144.mp3	7164
common_voice_en_43298689.mp3	9108
common_voice_en_42761599.mp3	6048
common_voice_en_42799946.mp3	10368
common_voice_en_42810253.mp3	9540
common_voice_en_43129388.mp3	3240
common_voice_en_43151906.mp3	3996
common_voice_en_43208395.mp3	4464
common_voice_en_43197183.mp3	5904
common_voice_en_43160556.mp3	8460
common_voice_en_43206399.mp3	6876
common_voice_en_43207198.mp3	3888
common_voice_en_42746575.mp3	10296
common_voice_en_42833566.mp3	6444
common_voice_en_43396503.mp3	6192
common_voice_en_43185971.mp3	5832
common_voice_en_43195429.mp3	4896
common_voice_en_42759984.mp3	4500
common_voice_en_42716191.mp3	10368
common_voice_en_43314638.mp3	5652
common_voice_en_42802002.mp3	4176
common_voice_en_43216092.mp3	7740
common_voice_en_42781223.mp3	5796
common_voice_en_43202270.mp3	7164
common_voice_en_43114407.mp3	3348
common_voice_en_42713244.mp3	5148
common_voice_en_42788469.mp3	8280
common_voice_en_43200684.mp3	6480
common_voice_en_43335765.mp3	5760
common_voice_en_42772589.mp3	6480
common_voice_en_42797164.mp3	4680
common_voice_en_43302104.mp3	6552
common_voice_en_43207023.mp3	6156
common_voice_en_43411353.mp3	6876
common_voice_en_42769079.mp3	6012
common_voice_en_42925352.mp3	11268
common_voice_en_42779843.mp3	7884
common_voice_en_42814019.mp3	8208
common_voice_en_42757784.mp3	4464
common_voice_en_43197252.mp3	6696
common_voice_en_43200067.mp3	7524
common_voice_en_42713421.mp3	3600
common_voice_en_43205283.mp3	3708
common_voice_en_43038947.mp3	6120
common_voice_en_42906069.mp3	5904
common_voice_en_43335459.mp3	7056
common_voice_en_43413361.mp3	7668
common_voice_en_43406759.mp3	11304
common_voice_en_43193393.mp3	6624
common_voice_en_42751075.mp3	10008
common_voice_en_42870538.mp3	5616
common_voice_en_42977092.mp3	9108
common_voice_en_43194544.mp3	8280
common_voice_en_42726220.mp3	6696
common_voice_en_42700105.mp3	5616
common_voice_en_43298547.mp3	6300
common_voice_en_43213981.mp3	7128
common_voice_en_43393132.mp3	4392
common_voice_en_42771023.mp3	4608
common_voice_en_42792692.mp3	7776
common_voice_en_42713404.mp3	4428
common_voice_en_43194621.mp3	7956
common_voice_en_43382821.mp3	8244
common_voice_en_43204234.mp3	9216
common_voice_en_42757468.mp3	5940
common_voice_en_42722403.mp3	5220
common_voice_en_43197982.mp3	9468
common_voice_en_43203500.mp3	7632
common_voice_en_43252976.mp3	4176
common_voice_en_43204253.mp3	5364
common_voice_en_43382513.mp3	9864
common_voice_en_43199852.mp3	6552
common_voice_en_43200978.mp3	4644
common_voice_en_43182640.mp3	4716
common_voice_en_42739671.mp3	12888
common_voice_en_42817044.mp3	5580
common_voice_en_42736606.mp3	4968
common_voice_en_43238315.mp3	2736
common_voice_en_42710669.mp3	5076
common_voice_en_42901958.mp3	4284
common_voice_en_43165082.mp3	9108
common_voice_en_42805723.mp3	9180
common_voice_en_43205271.mp3	3708
common_voice_en_42902365.mp3	3852
common_voice_en_43325369.mp3	5256
common_voice_en_43378817.mp3	7776
common_voice_en_43193262.mp3	3780
common_voice_en_43300877.mp3	5184
common_voice_en_43126199.mp3	11016
common_voice_en_42784017.mp3	6444
common_voice_en_42800200.mp3	7344
common_voice_en_42789305.mp3	7524
common_voice_en_42999888.mp3	5328
common_voice_en_43419554.mp3	6876
common_voice_en_42807640.mp3	6768
common_voice_en_43194583.mp3	4464
common_voice_en_42800422.mp3	6732
common_voice_en_42896012.mp3	5220
common_voice_en_43210972.mp3	10980
common_voice_en_42841049.mp3	7416
common_voice_en_43186875.mp3	7740
common_voice_en_43193554.mp3	5328
common_voice_en_42817290.mp3	3960
common_voice_en_42812782.mp3	6444
common_voice_en_43203628.mp3	4068
common_voice_en_42861865.mp3	3924
common_voice_en_42780075.mp3	5220
common_voice_en_43202253.mp3	7092
common_voice_en_43126227.mp3	4716
common_voice_en_42947838.mp3	6336
common_voice_en_42896011.mp3	5508
common_voice_en_43198455.mp3	5652
common_voice_en_42790134.mp3	7128
common_voice_en_42809854.mp3	6120
common_voice_en_42894210.mp3	6768
common_voice_en_43302094.mp3	4608
common_voice_en_43193821.mp3	4176
common_voice_en_43197936.mp3	6480
common_voice_en_43211140.mp3	7956
common_voice_en_42750871.mp3	4176
common_voice_en_42902563.mp3	8424
common_voice_en_42894223.mp3	5760
common_voice_en_43414898.mp3	4896
common_voice_en_42807264.mp3	8676
common_voice_en_42736614.mp3	5760
common_voice_en_42906071.mp3	6480
common_voice_en_42761836.mp3	4068
common_voice_en_43195042.mp3	9252
common_voice_en_42700120.mp3	9000
common_voice_en_42802949.mp3	6768
common_voice_en_42724897.mp3	7452
common_voice_en_43377359.mp3	5148
common_voice_en_43200661.mp3	7272
common_voice_en_42769199.mp3	7020
common_voice_en_42905363.mp3	5724
common_voice_en_43361102.mp3	3816
common_voice_en_43160332.mp3	7956
common_voice_en_43387386.mp3	4356
common_voice_en_43185156.mp3	7956
common_voice_en_42842752.mp3	7200
common_voice_en_43200286.mp3	6516
common_voice_en_43195185.mp3	6444
common_voice_en_43210996.mp3	6948
common_voice_en_42894209.mp3	4608
common_voice_en_42975551.mp3	4500
common_voice_en_43387441.mp3	8748
common_voice_en_42789802.mp3	5184
common_voice_en_43199118.mp3	4068
common_voice_en_42814031.mp3	9000
common_voice_en_43083330.mp3	9756
common_voice_en_42816615.mp3	4968
common_voice_en_42799549.mp3	7236
common_voice_en_43197465.mp3	3492
common_voice_en_42745040.mp3	9720
common_voice_en_43020623.mp3	1836
common_voice_en_42769028.mp3	7344
common_voice_en_42779842.mp3	5652
common_voice_en_43203067.mp3	6660
common_voice_en_43214173.mp3	5004
common_voice_en_43203791.mp3	5364
common_voice_en_43364048.mp3	4428
common_voice_en_42797117.mp3	7128
common_voice_en_42982268.mp3	10656
common_voice_en_42751261.mp3	6876
common_voice_en_42799841.mp3	6228
common_voice_en_42722153.mp3	13716
common_voice_en_43239124.mp3	4968
common_voice_en_43188574.mp3	6660
common_voice_en_43186026.mp3	7560
common_voice_en_43209094.mp3	5724
common_voice_en_42787912.mp3	9720
common_voice_en_43236248.mp3	3888
common_voice_en_42807556.mp3	13140
common_voice_en_43202849.mp3	4140
common_voice_en_43387215.mp3	7200
common_voice_en_43229649.mp3	6300
common_voice_en_43209075.mp3	5184
common_voice_en_42806483.mp3	5688
common_voice_en_42767965.mp3	6048
common_voice_en_42786651.mp3	6120
common_voice_en_42750761.mp3	9576
common_voice_en_43200210.mp3	6912
common_voice_en_42737591.mp3	7236
common_voice_en_43196012.mp3	6948
common_voice_en_42809968.mp3	3960
common_voice_en_43216172.mp3	6804
common_voice_en_42883134.mp3	6768
common_voice_en_42751895.mp3	5436
common_voice_en_43415544.mp3	7416
common_voice_en_43195293.mp3	8100
common_voice_en_42768737.mp3	7128
common_voice_en_43201823.mp3	6300
common_voice_en_43193455.mp3	5184
common_voice_en_42792106.mp3	5148
common_voice_en_42815998.mp3	6876
common_voice_en_43335645.mp3	5976
common_voice_en_42816877.mp3	4392
common_voice_en_43230732.mp3	7272
common_voice_en_43201417.mp3	5256
common_voice_en_43201935.mp3	10836
common_voice_en_43422047.mp3	4572
common_voice_en_43182500.mp3	4356
common_voice_en_43198224.mp3	6768
common_voice_en_43199454.mp3	5940
common_voice_en_43209869.mp3	7164
common_voice_en_43198437.mp3	5328
common_voice_en_43238674.mp3	4896
common_voice_en_43298682.mp3	5688
common_voice_en_43184344.mp3	5760
common_voice_en_42787274.mp3	11016
common_voice_en_43210968.mp3	13716
common_voice_en_42832493.mp3	5472
common_voice_en_42831675.mp3	5760
common_voice_en_43214465.mp3	8496
common_voice_en_43213889.mp3	5256
common_voice_en_42744116.mp3	10476
common_voice_en_42780015.mp3	5832
common_voice_en_42776390.mp3	7344
common_voice_en_42724899.mp3	4824
common_voice_en_42752315.mp3	7164
common_voice_en_42791417.mp3	7056
common_voice_en_42806091.mp3	12708
common_voice_en_43212784.mp3	6984
common_voice_en_43186782.mp3	3708
common_voice_en_43203381.mp3	4608
common_voice_en_43205076.mp3	4716
common_voice_en_43210858.mp3	4644
common_voice_en_43340888.mp3	10116
common_voice_en_42818026.mp3	3960
common_voice_en_43173853.mp3	8640
common_voice_en_43182130.mp3	5688
common_voice_en_43194714.mp3	5364
common_voice_en_43220755.mp3	5364
common_voice_en_43218130.mp3	3168
common_voice_en_43270175.mp3	4896
common_voice_en_43080707.mp3	5400
common_voice_en_43200129.mp3	7056
common_voice_en_43393525.mp3	4860
common_voice_en_42894214.mp3	10800
common_voice_en_43168948.mp3	5688
common_voice_en_42814148.mp3	10908
common_voice_en_42748844.mp3	10188
common_voice_en_42745048.mp3	7488
common_voice_en_43194170.mp3	6840
common_voice_en_42896171.mp3	5256
common_voice_en_43241414.mp3	8640
common_voice_en_43198778.mp3	4644
common_voice_en_42773524.mp3	7056
common_voice_en_42799822.mp3	5508
common_voice_en_42814314.mp3	4140
common_voice_en_43243064.mp3	7848
common_voice_en_43339470.mp3	4716
common_voice_en_42757475.mp3	4428
common_voice_en_43211775.mp3	6516
common_voice_en_43213890.mp3	4428
common_voice_en_42780098.mp3	7128
common_voice_en_43345183.mp3	7596
common_voice_en_43214569.mp3	4644
common_voice_en_42902578.mp3	9684
common_voice_en_42738604.mp3	6228
common_voice_en_43203245.mp3	7560
common_voice_en_43406682.mp3	8928
common_voice_en_43201178.mp3	7740
common_voice_en_42765630.mp3	5652
common_voice_en_43193900.mp3	5616
common_voice_en_43232482.mp3	6300
common_voice_en_43197878.mp3	5688
common_voice_en_43298585.mp3	5400
common_voice_en_43232396.mp3	6588
