client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
236d50b71d137fe6b5e99ad3a01231904469d4fa91b9641373aeb70ada4bf6c9c98727c97daf2fbdd32c2e3316ab1d481e10f9c78eece243387ff422de2a0289	common_voice_en_42802434.mp3	f95c2903622b252acb04dd8cbe22d253ac8b6d008ded919aea75cb16775290ff	The titles are broken down into chapters, parts, sections and paragraphs.		0	2			England English		en	
7b1f554c9e274a6d1deabf164e62b911cc30274202c753809f0ccc51b09683c9db665e1430e004518eb7479e6c36a5a87667a92c88d698c531c548967e039393	common_voice_en_42802702.mp3	f96743baea5921d938ee5be95470f3d4b642f4fa77911e7e2c2312b082cee330	Logs were floated down the river after being cut.		2	2	twenties	female_feminine	Southern African (South Africa, Zimbabwe, Namibia)		en	
2b57e60e4231278becd2e94d541fe3a846b893ee069ea4c5efb2df4f50b592f734227eddfc05f3ef2dd6fc48b4f385fa345f9592d2bbf015422a78992755b7be	common_voice_en_42806451.mp3	f96bf53fe5ae3bc4f1105184d4c3f29297fec656d1159b618cb6e8603660aafa	The highway ends after at the city of Geraldton.		0	2	twenties	female_feminine	England English		en	
8b7d00351105229d15ffe033ffa3696c4fdf1a891a4d88a4f28ceefa0d0a488a7fdb691a0e9ddd22259943091f6d082802946228ebc730dadba21af00bca1c9b	common_voice_en_42806470.mp3	f94fc3d334b1b38b8b4a90e7d3f6ead96ce4bbb614c8b0c45f435d24695da91b	Peter preaches that Simon is performing magic in order to convert followers through deception.		0	2	twenties	female_feminine	United States English		en	
ee5ab68f7f2a5670a7120b5a921386638b987de8be3e9c538f9643ef088f727c971ac49308a4f372e3136db7f9a3d10e71a9540424d227e990d04406059c8ccb	common_voice_en_42809730.mp3	f97177369942f4fd5ac23792fea6f8b82027a1cadb2ad186fa25e8bbd3a6c52b	The victory was regarded by many as a historic win.		0	2	twenties	female_feminine	Ugandan		en	
f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042	common_voice_en_42832804.mp3	f9a42440a574d9255c13695cf0ad57cb2c136e9e13be6f532c7809cab81ba603	This was followed by projections on London landmarks.		0	2	thirties		Southern African (South Africa, Zimbabwe, Namibia)		en	
e19d49c22f3d7cdfc0b7155a5611874f195cd4e36216a06e3a4ea87964916b97a31a1c3b3e71faae73497ef63f957ac2b88f1d144a5eb033db10e56bd255f5bd	common_voice_en_42867550.mp3	f9c312f7f8fe63d222aab30c62ee3ddfb5b5193600500da69b0035c2184a17c2	The Blue and gold would have to hope for better conditions the next year.		0	2			United States English		en	
e0d6071ef72d084cdf3e346406366e251a3beb917b46bc9d6dc62e6c84d827b9a1be5789df18930ecb3c1de74293b658cde7a0aae30b9c109309f41ac4fe05df	common_voice_en_42999890.mp3	2911267edfdadb6c80e0bef23d1e16c282d7ade2843541f68345d1502c8544f6	One of my favorite stores to visit during my shopping excursions is Bergdorf Goodman.		0	2	twenties		United States English		en	
7a28ab538b4f8acb1007bd961c1985f5bca3d35529334461c665a066936d531fe04bf4942d98da4e0f85b37c1e6319ca9206519bff7ef8b171babda9403aae1a	common_voice_en_43168932.mp3	2c86ad1cad00f04481fc08fa3334efecb550233f067525d9ae9a9bf2878395a8	However, I can empathize with your financial constraints as well.		0	2	twenties		New Zealand English		en	
700d6defe066051bf9c7d1a4a2f3ba54c464b29d980a23d2f9b4967e7d000fb73c6af2fb60336f571cb30a45b6b3db0c70a08ac9421b90a2000644daa3f99a01	common_voice_en_43193039.mp3	fa4f0826c369e9268b2fb3d75ade1c6e91a16a4f93c0e17cb2ab2cfdbf283567	He contributes on all records forward except Out of Bounds with backup vocals.		0	2			United States English,Texas		en	
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84	common_voice_en_43205603.mp3	fb2475426736764fac5240f88981218bc59aa0898fcca6842f09c35f2f5f5abe	The film was shot at various locations in New York City.		0	2	fifties		Australian English		en	
dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba	common_voice_en_43209846.mp3	2aab88fc10eaafd70268677a91d1da12ede6715e1d7fd94cee85a6ca43bc2f60	I made new friends who quickly became like a second family to me.		0	2	fourties		United States English		en	
987aeb8e7d6b0d44e64c64dd3ccc6b8a5a456b6b5945a0b742d176294d029eee49be96a881c34ae2403684d256e5cee03d7e579c06cf79cbd19b88dce46442e6	common_voice_en_43357276.mp3	fc0e64009fe61ea5396c1e16dde9217f6742ed77da4e0457d500abb1441f663d	Commercial beef and dairy farming were also practiced.		0	2			United States English,England English		en	
