sentence_id	sentence	locale	reason
0c6e3f05ca64c3e9948a1d1bd499189935a15079027699d762aca34f18437fd2	Hujitokezajuu usiku kwa kuchimba udongo kutumia miguuyambele.	en	sc-different-language
0d21915e4a28c0ed00dfab53a1fba81d561e175a55010216ba6377efb3c195ac	hivyo ni fursa nzuri kwa wakulima kupata kipato cha haraka.	en	sc-different-language
0d7a5d5687a78aeab1b701715abb5cf9813581147f1a9b38aefad770684427a2	au ya tatu baada ya kupandikiza miche,	en	sc-different-language
0dab2d7ca4802a3ac3fdd56d61623e7b15d6082f2385c2dbb67b47f049b79141	Sukuma wiki inaweza kushambuliwa na wadudu	en	sc-different-language
0dab2d7ca4802a3ac3fdd56d61623e7b15d6082f2385c2dbb67b47f049b79141	Sukuma wiki inaweza kushambuliwa na wadudu	en	difficult-pronounce
0db88223660d6a107f87b97b4cb4bedecca4326a912501c8921b7fc474c17c6c	Matunzo ya Shamba la Sukuma Wik	en	sc-different-language
0db88223660d6a107f87b97b4cb4bedecca4326a912501c8921b7fc474c17c6c	Matunzo ya Shamba la Sukuma Wik	en	difficult-pronounce
011c0c76807418fb507c7ed0391fe73b5dbcbedb1f4133d119fd05f723e4430d	kimekuwepo kwa miaka mingi.	en	different-language
08f73abaf8d74bb935c66893b9ffec20bccd9407b9b4739ab7b63a02ea307a32	Majani haya ya kijani yenye virutubisho vingi	en	different-language
07db84b8e95ebe6e8b2656aefdf3a0edea8aeb7dad815049c46c2c1e20b38b53	yanaweza kusaidia kudhibiti wadudu na magonjwa.	en	different-language
030b4238ba52bb4e5f7279e3687481240ae6b1c7d3e1a4fdb18a8a971681ad72	kati hadi za juu kutoka usawa wa bahari.	en	different-language
012f5c87932b3a32e623a5f7b4f36c660cf259022a3f97639b19879aa4f0a76b	Vuna kabichi wakati hakuna mvua.	en	different-language
0e06aeab8ef124cf32a9881b29ba613414d2ae739b1155837e82316a10adea9c	Mbinu za Kupanda sukuma wiki	en	sc-different-language
07db84b8e95ebe6e8b2656aefdf3a0edea8aeb7dad815049c46c2c1e20b38b53	yanaweza kusaidia kudhibiti wadudu na magonjwa.	en	different-language
008cc12562347312b8fe77608f4af15ce1d45d6ae04e40e5250ad84830d6a109	Hifadhi kwenye sehemu yenye ubaridi	en	different-language
072cad87746c506662af5b92f3b892152e4741a88b967a328ef593787753d205	kuzuia magugu yasiote na kuhifadhi unyevu wa udongo.	en	different-language
f8f2361d0359d0613682abfe1e93a5bd941730d9750e26dcab52c29ff7655609	He started nine games at left tackle his rookie season.	en	grammar-or-spelling
f8f3d0cb28c6c3345fd2f4b35d0dc8dfe7cc71138d6413d33d67ceac40443635	Karachi is also known as software outsourcing hub of Pakistan.	en	grammar-or-spelling
009375bf016c23c17ff72429a7851db726e86c1e954ef6032588d6c6b05a6f4f	Sumicidinni dawa za kuuwa wadudwa kabichi	en	different-language
030b4238ba52bb4e5f7279e3687481240ae6b1c7d3e1a4fdb18a8a971681ad72	kati hadi za juu kutoka usawa wa bahari.	en	different-language
017e29cd368ae47d34466d2239162fe2c46e470e23c7039d65e2aee383c7b43d	katika shina na pia kutoa nafasi ili mwanga kupenya	en	different-language
0764bda23b96d77a775fed703edca9f754eaeba2e42b1284ce1f8a9aba82383d	Hamisha miche toka kitaluni pamoja na udongo wake	en	different-language
098e2f2497550b56241ec3a32b6fd230891e5efb4935c35e586f3ba5c9fbad76	Lakini kama utakuwa unaongezea mbolea	en	different-language
0638bd1165e9a30faf0f9cb278c5d29a7d1f3717ff7a8e36506a2ce10a98b4ed	na shimo lichanganywe na udongo na samadi	en	different-language
f92a80cc4ba8f937dc3ffee36a3b956b6bd1e23f46c405f78a5e089c2e063572	He ignored contemporary literature and current social trends.	en	Tiktok
f92ec7819e70eabf8a40dce0ab62b44238d024acdfbcda084d6c6b00056f6478	In many eusocial Hymenoptera species, the larvae are fed by female workers.	en	offensive-language
f94056cc6f12ebcab73b98feacc45a48ee96c29f60be255d7225950092621ebb	Written by cEvin Key and Phil Western with a guest appearance by Mark Spybey.	en	difficult-pronounce
0c6e3f05ca64c3e9948a1d1bd499189935a15079027699d762aca34f18437fd2	Hujitokezajuu usiku kwa kuchimba udongo kutumia miguuyambele.	en	sc-different-language
18732345ba7f63fab7f38b6740d827a6842d67aae32e194636c3cd2a12dcca8e	katika maeneo ya Afrika Mashariki, ikiwemo Tanzania.	en	different-language
f96027f9ddcefa18dc023914642bb7f8f300b6cc82798778e1290a0102e4f5e4	Previously, it was the home to away supporters on the bottom tier.	en	I have failed to record the sentences I have read out loud. 
1a23cd428e77759064fb488473a3b78ab6b32e2a250fd0b42d292a57fc8dad19	Andaa mashimo ya nyanya kutegemeana	en	different-language
25226ecd879aa3589375d076a543db3e52b65e719faa92ad698a4580f0e3f3bc	kama vile ndogo, za kati na kubwa.	en	different-language
f940bc4a079d1069ea21ad29d05d2b9a4976277f6fafb7d999a7c6026791a63b	He got a large block of lead and mounted it on his spear.	en	grammar-or-spelling
f9714fe3764043de2d774e9296319e67d358f14136b8403cabbe1ac042f4aea8	A specially imported machine was imported to make the concrete for this wall.	en	grammar-or-spelling
f9876386c692584439fcd62d3801e89eabffb1edfa88c5dea2ac05bcb490fbf1	The parish boasts a fine Iron Age hill fort in Snelsmore, called Bussock Camp.	en	grammar-or-spelling
f97c48e4a8a6afc4668bd381e09328bbc7da0ed3401549081dafd7ef751f6d01	Every time I try to enter into his latest conspiracy we bump heads.	en	grammar-or-spelling
f98614e203ffbc5e9f61066885d645ee630d35c75952c1fa219e6ee4d21eddc7	These three companies added valuable properties and power and water sources.	en	grammar-or-spelling
26018d79c9b2954872e76d5f0e90932bebf96605de4208a4ce612f2e410416f8	This pattern continues for larger numbers, such as hundreds, thousands, millions, and beyond.	en	grammar-or-spelling
f97ed7479d5e1a715332617cd7d904b0cec9c770660623fcac5aa046790d4a6c	Kirkland is also a health activist including advocating for women harmed by breast implants.	en	grammar-or-spelling
f98a13f59b8eecd8be7673a06dc3108fe431f6c99239c4c355157f8be031ddc8	Hunt is herself a singer, and often performs at the restaurant.	en	grammar-or-spelling
1bb1892f02b922ab718d9e084c417e87095c7fe9bc90511f68a6af6c680f48a9	ambao hupendelea sana hali ya unyevunyevu	en	different-language
f96308f17df46775c7514bc77fa4e53dce778dc66118b001e46279d1db759752	On a more practical levels, sampling frames have the form of computer files.	en	grammar-or-spelling
16bc6a556f5bd086146e78c020060cc75f4f0a2f052eb1bcb1cd4a6f7be96a67	majani ya chini ya matunda	en	different-language
16bc6a556f5bd086146e78c020060cc75f4f0a2f052eb1bcb1cd4a6f7be96a67	majani ya chini ya matunda	en	difficult-pronunciation
f997cf33635ead97cf3cf51b6302ceb462a49826147673656025e0b10ba49fb4	The mouth is at located at Lake Hudson.	en	grammar-or-spelling
26c48bc049308b56650df9d66461a1674eeac4557e2e3dd2d40b995870eef074	Ergonomic hazards are also prevalent in turning work.	en	offensive-language
16bc6a556f5bd086146e78c020060cc75f4f0a2f052eb1bcb1cd4a6f7be96a67	majani ya chini ya matunda	en	different-language
16bc6a556f5bd086146e78c020060cc75f4f0a2f052eb1bcb1cd4a6f7be96a67	majani ya chini ya matunda	en	different-language
f9bde9e63c387adea1dc04a8eef80e1fbb7bd45ba7a9c62faf38637ae9042da2	He returned to Birmingham City at the end of his loan spell.	en	offensive-language
f96fe6713bb35b8145a1523e670d6d5e57db36686c7a7685031d9c1639e84974	Some worlds may have both these while others have one or none.	en	offensive-language
f9f544dec8816858268430e3acd68c601a6983866ace0cb790e3038c3c8f9763	Also, certain crops cannot be effectively stored together, as unwanted chemical interactions can result.	en	offensive-language
f9f544dec8816858268430e3acd68c601a6983866ace0cb790e3038c3c8f9763	Also, certain crops cannot be effectively stored together, as unwanted chemical interactions can result.	en	grammar-or-spelling
f9f544dec8816858268430e3acd68c601a6983866ace0cb790e3038c3c8f9763	Also, certain crops cannot be effectively stored together, as unwanted chemical interactions can result.	en	different-language
f9f544dec8816858268430e3acd68c601a6983866ace0cb790e3038c3c8f9763	Also, certain crops cannot be effectively stored together, as unwanted chemical interactions can result.	en	difficult-pronounce
f9e3d88a9623944f0e72adde2864a8f6ad81eedc243d1ad920743a3038479550	Permits may be required by various states.	en	offensive-language
f9f86e52dfc4bd53cb2f27eb3490ad2a6e67e8315fb2eec6c745ca18ee7189cf	Mathias later stated that he had never seriously considered switching parties.	en	different-language
f9f86e52dfc4bd53cb2f27eb3490ad2a6e67e8315fb2eec6c745ca18ee7189cf	Mathias later stated that he had never seriously considered switching parties.	en	difficult-pronunciation
2a0467f4c8f14c02537cefed28831b889566b3dc813212da273d2e1742703ce5	Cars have spacious interiors and trunks, allowing for comfortable seating and ample storage space.	en	difficult-pronunciation
fa005669d2a4bb49d3f860294e5f6a603a997aa66060f5ff50096c367f89be0c	The Kitchener School of Medicine, the first medical school in Sudan, was established.	en	difficult-pronunciation
2d0ed4610de17b6c523c25437c48b5639bd364a65076743bc52605aba15d3d73	It seemed to be used by a pretty large swathe of the lesbian community.	en	offensive-language
f9e53d907b76f00962586c419b7ff809169adacee53e03014a232eca90140274	The Prize aims at encouraging students to excel in scientific fields at all levels.	en	tiktok
27aa43c90d9e710eb64f5d734397a6b108b6df0fc3e09a8b0e7ba10ee09cb99f	Answer these questions using the words in brackets.	en	grammar-or-spelling
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	offensive-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	grammar-or-spelling
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	different-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	difficult-pronunciation
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	offensive-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	grammar-or-spelling
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	different-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	difficult-pronunciation
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	offensive-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	grammar-or-spelling
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	different-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	difficult-pronunciation
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	offensive-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	grammar-or-spelling
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	different-language
2b348cac502e0299dbff7f148813f911509431d38f01f74c5fddb91b7c240da5	This would contradict their statement that they will take care of it themselves later.	en	difficult-pronunciation
27d4b0b8829fea820526326f4f1f2e45ed127b198b52b18fa7dcc5b6f1a08883	They may work for a postal service or courier company.	en	offensive-language
27d4b0b8829fea820526326f4f1f2e45ed127b198b52b18fa7dcc5b6f1a08883	They may work for a postal service or courier company.	en	difficult-pronounce
27d4b0b8829fea820526326f4f1f2e45ed127b198b52b18fa7dcc5b6f1a08883	They may work for a postal service or courier company.	en	different-language
27d4b0b8829fea820526326f4f1f2e45ed127b198b52b18fa7dcc5b6f1a08883	They may work for a postal service or courier company.	en	grammar-or-spelling
27d4b0b8829fea820526326f4f1f2e45ed127b198b52b18fa7dcc5b6f1a08883	They may work for a postal service or courier company.	en	sushant
f9fef7350e7e2299e82a7511b41b6f7ef03227b591be7a581663d0a71fb7bbba	Her fields of research were cytology, genetics and embryology.	en	different-language
f9fef7350e7e2299e82a7511b41b6f7ef03227b591be7a581663d0a71fb7bbba	Her fields of research were cytology, genetics and embryology.	en	grammar-or-spelling
f9fef7350e7e2299e82a7511b41b6f7ef03227b591be7a581663d0a71fb7bbba	Her fields of research were cytology, genetics and embryology.	en	offensive-language
f9fef7350e7e2299e82a7511b41b6f7ef03227b591be7a581663d0a71fb7bbba	Her fields of research were cytology, genetics and embryology.	en	difficult-pronounce
f9fef7350e7e2299e82a7511b41b6f7ef03227b591be7a581663d0a71fb7bbba	Her fields of research were cytology, genetics and embryology.	en	m
fa09190ce8775e7d7cb6ee862d020935c91521789622a5f7cdab17214b731f0e	He also introduced the Somaliland shilling, passport and flag.	en	offensive-language
fa0a696fdd13821769acdc64f275758eb395f7b3c52653c0b684908a794c5d65	All of these are in the Louvre.	en	offensive-language
fa273361a963682dec6e2f977bd780311878358577c833a39ceb3233594b110d	He was a good friend of Giuseppe Torelli and the scholar Girolamo Pompei.	en	difficult-pronounce
fa36cbc8cd6bebf5f2eada4987b5f349013f6049e66f501a888c9bb17ae26bbf	Professional quality brands of oil pastel include Sennelier, Holbein, Garich, and Sakura Specialist.	en	offensive-language
fa36cbc8cd6bebf5f2eada4987b5f349013f6049e66f501a888c9bb17ae26bbf	Professional quality brands of oil pastel include Sennelier, Holbein, Garich, and Sakura Specialist.	en	grammar-or-spelling
fa36cbc8cd6bebf5f2eada4987b5f349013f6049e66f501a888c9bb17ae26bbf	Professional quality brands of oil pastel include Sennelier, Holbein, Garich, and Sakura Specialist.	en	different-language
fa36cbc8cd6bebf5f2eada4987b5f349013f6049e66f501a888c9bb17ae26bbf	Professional quality brands of oil pastel include Sennelier, Holbein, Garich, and Sakura Specialist.	en	difficult-pronunciation
fa36cbc8cd6bebf5f2eada4987b5f349013f6049e66f501a888c9bb17ae26bbf	Professional quality brands of oil pastel include Sennelier, Holbein, Garich, and Sakura Specialist.	en	chandra
fa546a20d2f0588a1643c4b2664d0c634d53144e4de6ee253e671a6f20080d36	His final appearance was on the Christmas Day Special.	en	different-language
fa8d1a89b8dfc232f2c1e721b9e7ecc22fdda8f2196687931dc49a76c3025a5f	She like, Joel, was a Republican.	en	grammar-or-spelling
fa9d9f2517f9ad907132b074755cd17caed66deb1e0de44a9591296851fc63cf	It is widely served and mostly drunk in winter because it "warms" the throat.	en	different-language
fa9e1deae2c582a04ef5f69dd36a811586a78b2314ac85d37d8500987a77634f	Anderson has support many team riders including Kerby Brown, Cooper Chapman, Christo Hall.	en	grammar-or-spelling
fab23d5e3bf9b9cba3de27d3a2d4165db0bd8d705ac05b2988a2cc849f45d322	There is no improvements on this Township.	en	grammar-or-spelling
2cd89aa89c7854d3b6f5b23a9b1bdbb32fc5af6a17907aacbdb6a4b425f59a4c	And yet that knowledge did not diminish my enjoyment of the game	en	Needs a Period.
2ef75a84178c6b3c6c7ddb6478209644a86d681aa3132af76324242b6f7feffa	Vilevile kabichi inaweza kustawi katika aina nyingi za udongo	en	sc-different-language
189cb079b9ab44423cdfd1f5ffa48de7a27a8b7106e20d270142080855edfd4e	個網絡比喻電腦真係冇得頂	en	sc-different-language
2a2e427db7b7e2df0132da2ed504cbe82afb542744c44339b1abfc7489bfea2c	速讀對考試有冇幫助㗎？	en	sc-different-language
2906798fef5200f46c3433ed19d7e9ee41bfcad1d3f0d233bac725ec26e38920	鎖匙識路先開到門㗎！	en	sc-different-language
192d337a30638ee9cec7b63edb9b93d6a52f77bdf49595d075a6089f002e4e7d	個日曆撕走咗聽日。	en	sc-different-language
26a7e7e285d0896b7f53d80c113f170cd2bb462a07687b2e36df5281167631cc	東歐劇變導致好多共產黨政權倒台。	en	sc-different-language
1ccd78a3e0977df365cef36cdbdb7af3df7703f5b69cd3aa1e4574dd107eaef2	佢好似唔喺屋企。	en	sc-different-language
2e71a3636e0a377ca834092affa453a64e6e2ea18feeaacc443cf71beaf5006d	凱末爾帶領土耳其走向現代化。	en	sc-different-language
277a68a172f6222422f4b35005dfea2a02d322067b7ee329dc9a4ea9a018d9f2	Matawi na majani ya chini ya mmea	en	sc-different-language
2088d4c10797a1ab43a3c6a45d15aa6be743525de477c144e1366f999961b402	傳訊息嘅火花效果好靚	en	sc-different-language
066d9afec87eb2e863e1fcb7d8729e6c1b7dd5d47f1d66f2964fdaf3bb6273fd	傳訊息個下好似放煙花	en	sc-different-language
08a840f338423cd3580cb0c33d7c7c8ed2f0762f30f20aac03589fe29cd8def3	反文化運動挑戰緊當時嘅主流價值觀。	en	sc-different-language
04ecdf8c9779d70bcd001a5aca76c1b7750957a748bff37746ff127b52a5e1e2	個電話冇人聽。	en	sc-different-language
305163350de9507e2bca73ea5f1939d323871c2d1b194a671e2b33203595921b	De Beers - Diamond company offering luxury diamond jewelry and engagement rings.	en	grammar-or-spelling
03d999b5eab2e9223529b52cee1df221428b82197a58ba6ac09c2ae861055fdf	縮手分解步驟清晰	en	sc-different-language
05112b0c34500ebbdbbffc9c7b9efb59350803f494294fea78b02c7824c2cf74	無數節點互相連接	en	sc-different-language
05112b0c34500ebbdbbffc9c7b9efb59350803f494294fea78b02c7824c2cf74	無數節點互相連接	en	sc-different-language
1db3e4ce2d2787a0e8c91b2da5c619b5888d726174d8da90961ab67ffae49a06	粵語版本值得鼓勵	en	sc-different-language
0453d58f1e2e457be646864c4ca326a449cb67ff5f0e4c5005d063e214cb0587	多謝製作團隊嘅努力	en	sc-different-language
28fb1a9129d95bdaae0dfe267bf366d07e0c86bb9e3de57d458a2b0aecd45497	Watson defeated two former champions on the quiz show Jeopardy!	en	grammar-or-spelling
2cf91c706b51ac3d6a8b0c561356e7df8a0bea97f3ec47c599063e0070c749d2	個屁股識得唱歌劇。	en	sc-different-language
301f06ab6a1ee8885a3a4b8d2adb0b58a097e4986334365a26662b0b7801cb9d	They are also highly influenced by peer recommendations and word-of-mouth marketing.	en	sc-different-language
0d822c7d6f416346a1b2fdfb14acae2bbc90894ec4321d9f3059855db425b98d	條片嘅配樂都幾好聽。	en	sc-different-language
0d822c7d6f416346a1b2fdfb14acae2bbc90894ec4321d9f3059855db425b98d	條片嘅配樂都幾好聽。	en	sc-different-language
2f8f83781aca910d10d143dbb842c503453adb0255c56a8316af2d4e31be2c6b	條街好多人喎。	en	sc-different-language
18a15bfd24d17e485ffbca1dca1dd9fbcb74a3fc6965ebf769df636174b56f59	Reserve and then manage your Post Office Box easily online with a free account.	en	grammar-or-spelling
27b781f5514af39404d83bf24ff1824401bff2b65bebe4e4e80655fed34d3dbf	Coming to Russia to practice it is a fantastic idea!	en	grammar-or-spelling
2ad588ea15f85eb0d7c0ed12bfafe5b4e5f158c6cb567a320938d7f4bcd47a71	學到嘢，好開心	en	sc-different-language
04222bd5ec2ab88aeb306854eb0fc13e7a6cd39d195c035e931a9d60d2095898	學到嘢，開心	en	sc-different-language
04222bd5ec2ab88aeb306854eb0fc13e7a6cd39d195c035e931a9d60d2095898	學到嘢，開心	en	sc-different-language
0fc5ef4196d54512e9db2b8e90a307641ef22b5a72e17b3d434b39583637b9e3	啲盆栽扮緊觀眾。	en	sc-different-language
2fce23b0fcc1934863f23bafe8c24614731533df5981c56dfa26669a66a647bd	He wants to attend a medicine course at the university.	en	sc-different-language
0b8c6241b637392334be416bfe9701716b684360958ae5efb8cd19e3ddae3dc4	訊號傳遞效果好直觀	en	sc-different-language
12731e83ae6500ebcec10897e0be37d252e988ec034c7e0ebe784c0cce5b0683	傳遞訊號嘅動畫好關鍵	en	sc-different-language
278af0a4d3b7aacdc697512d3d67cef1d4ff12bec0bd3f5288f848c78006d1d8	Get voter identification requirements.	en	sc-different-language
055dd2a7b858af5254bba71cb1329ae2c3742b5fe7e4e88696e9b39ccb763ddf	啲花用香味鬧交。	en	sc-different-language
2bd05539b8028ebbd10da63b28fbbc66239e1b2f89b3f257d5f9741326d6a649	kutumika kati ya mashina ya migomba	en	sc-different-language
0a9172c704d5df618f8f865901badd0a366f1f9f21382e80f48bb08756d56c4b	چۆنی	en	sc-different-language
280546fab1b5f9632b716604ad6502b7fef2246440065ae8c7d9844fd737bce8	條鎖匙唔記得開邊度門。	en	sc-different-language
0a3001ac430c8df7106838abb6608ae2e990fbbb1f34555e9c89a6e24d98114c	電同化學嘅語言	en	sc-different-language
0a62cfc54346ec28926f0a37a20e788dedf6e6a9f038815f98f27a1959bf6ba9	今晚不如食齋？	en	sc-different-language
0de4030be66702c5f9dba03f652f99b0b6391287cf7618bbf49aae53dfba818c	更有共鳴	en	sc-different-language
fc2149c25798946d5bdba7ab970ddeeface651ca9175372e51bf3172ce89f992	He also race the Top Race Series season.	en	grammar-or-spelling
fc1dd5906e1f7e71b4b0777db7f0eee8d80f7c9f04bb99230a8774a93cd003f1	Another difference between tribes is the date of their arrival in the Philippines.	en	grammar-or-spelling
fc48940f4747c8583949a87d76436e10fc74bb062fda7adec630a26aab8341df	Estienne was born in Paris.	en	not sound can't be listen.
fc456ba4f69b47c2f27a8fe3e2a72dab673561d23f8af2597d669734e4e1de21	The floral emblem of Candiac is the "Campanula carpatica", better known as White Clips.	en	different-language
fc5fa0000b7d32ff576afeda07e0131c0c64f13b239f56e0ec7840f3b3ecd889	At the east end of the bridge there is a statue of David Davies.	en	difficult-pronounce
fc69e02b003409d797c18f24cede07bfe01157182499092c0f646b67dd435e61	There are several folks museums around the area that keeps trace of its history.	en	grammar-or-spelling
fc5bcd279a5bab2be26884f74bc81d8cfb533a591a8e1a6dc74b02bed4a86c08	Her great companion was her mother.	en	grammar-or-spelling
fc7372b3209b4e144a403538ea502711c8a2149d3e583b5d7cb7ce2a25404101	He also produced, edited mixed or played on several King Crimson ProjeKcts releases.	en	grammar-or-spelling
0347c13b3409ad5d878809cf55632d8dc2917314dea17eea57a2676d67dce2cf	嘩，聽落好似好複雜，唔知學唔學得識呢。	en	different-language
