clip	duration[ms]
common_voice_ur_41102912.mp3	5976
common_voice_ur_41157155.mp3	3420
common_voice_ur_41196198.mp3	2988
common_voice_ur_41182644.mp3	1656
common_voice_ur_41124195.mp3	5616
common_voice_ur_41170299.mp3	1980
common_voice_ur_41164188.mp3	4500
common_voice_ur_41133284.mp3	5616
common_voice_ur_41153162.mp3	1980
common_voice_ur_41118340.mp3	2988
common_voice_ur_41133547.mp3	3636
common_voice_ur_41023809.mp3	5436
common_voice_ur_41153963.mp3	2016
common_voice_ur_41109268.mp3	3996
common_voice_ur_41138917.mp3	4248
common_voice_ur_41163758.mp3	4896
common_voice_ur_41128451.mp3	4068
common_voice_ur_41167735.mp3	5328
common_voice_ur_41116802.mp3	3240
common_voice_ur_41158640.mp3	2088
common_voice_ur_41177472.mp3	1908
common_voice_ur_41136767.mp3	3960
common_voice_ur_41173366.mp3	5220
common_voice_ur_41155598.mp3	6516
common_voice_ur_41168249.mp3	8100
common_voice_ur_41136444.mp3	3708
common_voice_ur_41148868.mp3	2196
common_voice_ur_41140637.mp3	3060
common_voice_ur_41177411.mp3	2808
common_voice_ur_41126251.mp3	4068
common_voice_ur_41182312.mp3	1656
common_voice_ur_41166986.mp3	1728
common_voice_ur_41157870.mp3	4428
common_voice_ur_41169497.mp3	2376
common_voice_ur_41179751.mp3	4320
common_voice_ur_41138130.mp3	3960
common_voice_ur_41119202.mp3	7200
common_voice_ur_41121393.mp3	4500
common_voice_ur_41192252.mp3	2160
common_voice_ur_41159686.mp3	5436
common_voice_ur_41162264.mp3	6228
common_voice_ur_41176202.mp3	2196
common_voice_ur_41108106.mp3	6408
common_voice_ur_41160225.mp3	3240
common_voice_ur_41191433.mp3	2196
common_voice_ur_41151256.mp3	3816
common_voice_ur_41107008.mp3	3420
common_voice_ur_41180427.mp3	8388
common_voice_ur_41117136.mp3	4176
common_voice_ur_41180435.mp3	2016
common_voice_ur_41181661.mp3	2520
common_voice_ur_41149768.mp3	4896
common_voice_ur_41138117.mp3	7488
common_voice_ur_41183457.mp3	1800
common_voice_ur_41152537.mp3	4608
common_voice_ur_41130111.mp3	4608
common_voice_ur_41149631.mp3	10728
common_voice_ur_41128466.mp3	7380
common_voice_ur_41109537.mp3	3168
common_voice_ur_41162483.mp3	2628
common_voice_ur_41118433.mp3	3600
common_voice_ur_41180594.mp3	2988
common_voice_ur_41149396.mp3	2628
common_voice_ur_41174934.mp3	5436
common_voice_ur_41184106.mp3	1656
common_voice_ur_41151097.mp3	5400
common_voice_ur_41167136.mp3	5436
common_voice_ur_41169940.mp3	6120
common_voice_ur_41154192.mp3	6840
common_voice_ur_41142824.mp3	5220
common_voice_ur_41158623.mp3	1836
common_voice_ur_41142441.mp3	6408
common_voice_ur_41144045.mp3	2916
common_voice_ur_41180963.mp3	5400
common_voice_ur_41132896.mp3	3708
common_voice_ur_41144648.mp3	4788
common_voice_ur_41179347.mp3	4680
common_voice_ur_41127368.mp3	4536
common_voice_ur_41166573.mp3	3168
common_voice_ur_41163361.mp3	5688
common_voice_ur_41168976.mp3	4140
common_voice_ur_41167656.mp3	4320
common_voice_ur_41107449.mp3	3960
common_voice_ur_41163704.mp3	4896
common_voice_ur_41164551.mp3	2916
common_voice_ur_41173828.mp3	10188
common_voice_ur_41167270.mp3	3744
common_voice_ur_41160942.mp3	3780
common_voice_ur_41176107.mp3	1620
common_voice_ur_41144752.mp3	5040
common_voice_ur_41144759.mp3	5868
common_voice_ur_41137299.mp3	5040
common_voice_ur_41174891.mp3	2880
common_voice_ur_41130715.mp3	5220
common_voice_ur_41155790.mp3	4716
common_voice_ur_41137868.mp3	5148
common_voice_ur_41164949.mp3	2268
common_voice_ur_41186536.mp3	2916
common_voice_ur_41187466.mp3	4608
common_voice_ur_41153660.mp3	4248
common_voice_ur_41165094.mp3	2160
common_voice_ur_41169090.mp3	3600
common_voice_ur_41180743.mp3	4716
common_voice_ur_41149773.mp3	3600
common_voice_ur_41156479.mp3	5760
common_voice_ur_41131558.mp3	6768
common_voice_ur_41161278.mp3	2880
common_voice_ur_41169837.mp3	3960
common_voice_ur_41179271.mp3	8280
common_voice_ur_41159582.mp3	3600
common_voice_ur_41182937.mp3	1728
common_voice_ur_41117170.mp3	1656
common_voice_ur_41132474.mp3	4320
common_voice_ur_41173638.mp3	4932
common_voice_ur_41151233.mp3	4896
common_voice_ur_41165962.mp3	4716
common_voice_ur_41157877.mp3	3888
common_voice_ur_41132979.mp3	7020
common_voice_ur_41151488.mp3	3168
common_voice_ur_41121250.mp3	3780
common_voice_ur_41175840.mp3	7020
common_voice_ur_41130825.mp3	4608
common_voice_ur_41176857.mp3	3600
common_voice_ur_41138570.mp3	8460
common_voice_ur_41180450.mp3	2916
common_voice_ur_41184928.mp3	2520
common_voice_ur_41150277.mp3	6696
common_voice_ur_41150806.mp3	2700
common_voice_ur_41139536.mp3	4068
common_voice_ur_41169822.mp3	4716
common_voice_ur_41141706.mp3	3888
common_voice_ur_41177538.mp3	4068
common_voice_ur_41148459.mp3	3636
common_voice_ur_41183296.mp3	1800
common_voice_ur_41166656.mp3	4896
common_voice_ur_41166340.mp3	2628
common_voice_ur_41117276.mp3	3168
common_voice_ur_41171576.mp3	3960
common_voice_ur_41179619.mp3	5220
common_voice_ur_41152410.mp3	5400
common_voice_ur_41184603.mp3	1980
common_voice_ur_41160200.mp3	2520
common_voice_ur_41125416.mp3	5616
common_voice_ur_41153472.mp3	4140
common_voice_ur_41140151.mp3	2556
common_voice_ur_41173982.mp3	6516
common_voice_ur_41177114.mp3	4716
common_voice_ur_41197930.mp3	4716
common_voice_ur_41130237.mp3	5868
common_voice_ur_41168609.mp3	6516
common_voice_ur_41108117.mp3	5148
common_voice_ur_41191529.mp3	4500
common_voice_ur_41154586.mp3	4140
common_voice_ur_41180665.mp3	5148
common_voice_ur_41149143.mp3	4248
common_voice_ur_41126714.mp3	7848
common_voice_ur_41148700.mp3	5328
common_voice_ur_41187184.mp3	4068
common_voice_ur_41178859.mp3	4500
common_voice_ur_41148424.mp3	3348
common_voice_ur_41155619.mp3	5580
common_voice_ur_41156744.mp3	5076
common_voice_ur_41180781.mp3	3456
common_voice_ur_41136234.mp3	3816
common_voice_ur_41177922.mp3	6696
common_voice_ur_41127684.mp3	5148
common_voice_ur_41149634.mp3	4860
common_voice_ur_41103457.mp3	2700
common_voice_ur_41167407.mp3	7092
common_voice_ur_41138599.mp3	6156
common_voice_ur_41158081.mp3	2268
common_voice_ur_41142383.mp3	3960
common_voice_ur_41182319.mp3	1728
common_voice_ur_41104658.mp3	5580
common_voice_ur_41156956.mp3	3636
common_voice_ur_41178412.mp3	4320
common_voice_ur_41157561.mp3	2808
common_voice_ur_41160482.mp3	6588
common_voice_ur_41152132.mp3	4968
common_voice_ur_41139413.mp3	7128
common_voice_ur_41161648.mp3	3528
common_voice_ur_41166814.mp3	6048
common_voice_ur_41186830.mp3	6948
common_voice_ur_41120769.mp3	4140
common_voice_ur_41132747.mp3	4968
common_voice_ur_41161913.mp3	3348
common_voice_ur_41170504.mp3	3276
common_voice_ur_41120440.mp3	5076
common_voice_ur_41189328.mp3	2628
common_voice_ur_41160275.mp3	5868
common_voice_ur_41109638.mp3	2808
common_voice_ur_41175154.mp3	4896
common_voice_ur_41152155.mp3	7056
common_voice_ur_41184954.mp3	1980
common_voice_ur_41153717.mp3	3420
common_voice_ur_41158543.mp3	4896
common_voice_ur_41132384.mp3	4500
common_voice_ur_41125495.mp3	5076
common_voice_ur_41177099.mp3	5508
common_voice_ur_41117151.mp3	4500
common_voice_ur_41175320.mp3	4608
common_voice_ur_41187011.mp3	4608
common_voice_ur_41150511.mp3	4428
common_voice_ur_41184344.mp3	1800
common_voice_ur_41136000.mp3	7416
common_voice_ur_41159280.mp3	6336
common_voice_ur_41142834.mp3	5616
common_voice_ur_41141045.mp3	7020
common_voice_ur_41188071.mp3	3708
common_voice_ur_41141583.mp3	6948
common_voice_ur_41161934.mp3	5256
common_voice_ur_41134882.mp3	3240
common_voice_ur_41178063.mp3	7488
common_voice_ur_41108699.mp3	2700
common_voice_ur_41159485.mp3	4356
common_voice_ur_41140934.mp3	2520
common_voice_ur_41194069.mp3	5940
common_voice_ur_41121060.mp3	8208
common_voice_ur_41108188.mp3	4320
common_voice_ur_41176313.mp3	3780
common_voice_ur_41122232.mp3	7380
common_voice_ur_41177030.mp3	3708
common_voice_ur_41168488.mp3	2520
common_voice_ur_41137365.mp3	6300
common_voice_ur_41139325.mp3	4248
common_voice_ur_41148869.mp3	2988
common_voice_ur_41178347.mp3	2916
common_voice_ur_41165542.mp3	6048
common_voice_ur_41140768.mp3	10440
common_voice_ur_41154072.mp3	2556
common_voice_ur_41171220.mp3	3168
common_voice_ur_41184018.mp3	4680
common_voice_ur_41160270.mp3	7596
common_voice_ur_41153809.mp3	3096
common_voice_ur_41164288.mp3	2520
common_voice_ur_41132445.mp3	5148
common_voice_ur_41130681.mp3	4968
common_voice_ur_41161094.mp3	4896
common_voice_ur_41181094.mp3	4428
common_voice_ur_41128673.mp3	1908
common_voice_ur_41160725.mp3	2520
common_voice_ur_41145113.mp3	2880
common_voice_ur_41164586.mp3	2556
common_voice_ur_41183827.mp3	1836
common_voice_ur_41172234.mp3	5256
common_voice_ur_41138582.mp3	3276
common_voice_ur_41181323.mp3	9216
common_voice_ur_41131353.mp3	4680
common_voice_ur_41127667.mp3	5328
common_voice_ur_41156649.mp3	4356
common_voice_ur_41181695.mp3	4140
common_voice_ur_41134989.mp3	7848
common_voice_ur_41127104.mp3	2556
common_voice_ur_41127907.mp3	7056
common_voice_ur_41183436.mp3	1908
common_voice_ur_41191862.mp3	2736
common_voice_ur_41145626.mp3	3240
common_voice_ur_41171296.mp3	3456
common_voice_ur_41143031.mp3	3096
common_voice_ur_41175406.mp3	2988
common_voice_ur_41141459.mp3	4068
common_voice_ur_41155800.mp3	5508
common_voice_ur_41171516.mp3	5688
common_voice_ur_41159035.mp3	3528
common_voice_ur_41159971.mp3	5112
common_voice_ur_41103987.mp3	4608
common_voice_ur_41179614.mp3	3240
common_voice_ur_41183840.mp3	8208
common_voice_ur_41122680.mp3	6156
common_voice_ur_41178584.mp3	6480
common_voice_ur_41174023.mp3	3060
common_voice_ur_41126384.mp3	6768
common_voice_ur_41167908.mp3	3384
common_voice_ur_41103391.mp3	4536
common_voice_ur_41154919.mp3	1980
common_voice_ur_41127571.mp3	3168
common_voice_ur_41159200.mp3	3456
common_voice_ur_41192672.mp3	5436
common_voice_ur_41191757.mp3	8640
common_voice_ur_41173944.mp3	11016
common_voice_ur_41116530.mp3	3276
common_voice_ur_41156444.mp3	4680
common_voice_ur_41152067.mp3	3456
common_voice_ur_41132525.mp3	3780
common_voice_ur_41157592.mp3	5220
common_voice_ur_41180636.mp3	4320
common_voice_ur_41138359.mp3	5256
common_voice_ur_41152890.mp3	4788
common_voice_ur_41179788.mp3	5256
common_voice_ur_41176266.mp3	2088
common_voice_ur_41182099.mp3	2268
common_voice_ur_41159319.mp3	1620
common_voice_ur_41160658.mp3	2700
common_voice_ur_41192605.mp3	3276
common_voice_ur_41123153.mp3	6408
common_voice_ur_41023839.mp3	5796
common_voice_ur_41127659.mp3	5040
common_voice_ur_40903839.mp3	3888
common_voice_ur_41187001.mp3	3168
common_voice_ur_41113144.mp3	3420
common_voice_ur_41157580.mp3	2376
common_voice_ur_41148115.mp3	4572
common_voice_ur_41154196.mp3	8460
common_voice_ur_41167705.mp3	5868
common_voice_ur_41150224.mp3	2880
common_voice_ur_41127056.mp3	6516
common_voice_ur_41155811.mp3	6228
common_voice_ur_41035198.mp3	3780
common_voice_ur_41170032.mp3	2988
common_voice_ur_41150481.mp3	9360
common_voice_ur_41159379.mp3	1836
common_voice_ur_41169593.mp3	3960
common_voice_ur_41185697.mp3	1620
common_voice_ur_41160359.mp3	5940
common_voice_ur_41198982.mp3	2016
common_voice_ur_41184456.mp3	1908
common_voice_ur_41181551.mp3	5940
common_voice_ur_41172434.mp3	5868
common_voice_ur_41159866.mp3	2376
common_voice_ur_41194191.mp3	5040
common_voice_ur_41179458.mp3	4356
common_voice_ur_41173272.mp3	1980
common_voice_ur_41125801.mp3	4680
common_voice_ur_41175287.mp3	1908
common_voice_ur_41157174.mp3	2556
common_voice_ur_41198896.mp3	1656
common_voice_ur_41187594.mp3	5976
common_voice_ur_41142368.mp3	8136
common_voice_ur_41185953.mp3	2016
common_voice_ur_41157411.mp3	7020
common_voice_ur_41149272.mp3	2520
common_voice_ur_41150679.mp3	6768
common_voice_ur_41139859.mp3	5400
common_voice_ur_41185166.mp3	1908
common_voice_ur_41152386.mp3	3348
common_voice_ur_41170681.mp3	5796
common_voice_ur_41175091.mp3	1620
common_voice_ur_41137406.mp3	7956
common_voice_ur_41124799.mp3	3600
common_voice_ur_41148502.mp3	7308
common_voice_ur_41138472.mp3	3456
common_voice_ur_41140398.mp3	3600
common_voice_ur_41177494.mp3	3888
common_voice_ur_41171639.mp3	5760
common_voice_ur_41146276.mp3	6768
common_voice_ur_41154235.mp3	2268
common_voice_ur_41117167.mp3	3960
common_voice_ur_41153603.mp3	2736
common_voice_ur_41148588.mp3	9216
common_voice_ur_41194100.mp3	6768
common_voice_ur_41160736.mp3	2628
common_voice_ur_41157529.mp3	6516
common_voice_ur_41141026.mp3	3060
common_voice_ur_41186217.mp3	3240
common_voice_ur_41122038.mp3	3060
common_voice_ur_41135884.mp3	8028
common_voice_ur_41160152.mp3	9036
common_voice_ur_41172503.mp3	3528
common_voice_ur_41127996.mp3	3348
common_voice_ur_41113124.mp3	3276
common_voice_ur_41131021.mp3	4500
common_voice_ur_41159481.mp3	6156
common_voice_ur_41180125.mp3	3348
common_voice_ur_41160781.mp3	3240
common_voice_ur_41112985.mp3	6336
common_voice_ur_41159196.mp3	9288
common_voice_ur_41155901.mp3	5436
common_voice_ur_41167114.mp3	2088
common_voice_ur_41133505.mp3	3816
common_voice_ur_41166099.mp3	2628
common_voice_ur_41123020.mp3	2916
common_voice_ur_41108757.mp3	2088
common_voice_ur_41122532.mp3	5436
common_voice_ur_41162658.mp3	3456
common_voice_ur_41172307.mp3	3816
common_voice_ur_41176903.mp3	2376
common_voice_ur_41107047.mp3	4068
common_voice_ur_41122684.mp3	3708
common_voice_ur_41177647.mp3	1908
common_voice_ur_41154818.mp3	6876
common_voice_ur_41126495.mp3	4140
common_voice_ur_41140196.mp3	5976
common_voice_ur_41165155.mp3	11700
common_voice_ur_41162072.mp3	2736
common_voice_ur_41187899.mp3	3420
common_voice_ur_41151788.mp3	4968
common_voice_ur_41183407.mp3	1728
common_voice_ur_41189523.mp3	5328
common_voice_ur_41104097.mp3	5616
common_voice_ur_41184602.mp3	2016
common_voice_ur_41181912.mp3	3420
common_voice_ur_41184908.mp3	1980
common_voice_ur_41174116.mp3	4140
common_voice_ur_41178770.mp3	6156
common_voice_ur_41178883.mp3	2988
common_voice_ur_41035130.mp3	2916
common_voice_ur_41131504.mp3	4896
common_voice_ur_41178975.mp3	5580
common_voice_ur_41141461.mp3	4536
common_voice_ur_41116941.mp3	3528
common_voice_ur_41118110.mp3	3276
common_voice_ur_41127269.mp3	5220
common_voice_ur_41137876.mp3	4320
common_voice_ur_41165687.mp3	6156
common_voice_ur_41165972.mp3	5040
common_voice_ur_41171510.mp3	3816
common_voice_ur_41142687.mp3	2376
common_voice_ur_40988991.mp3	3708
common_voice_ur_41159676.mp3	4788
common_voice_ur_41128475.mp3	3636
common_voice_ur_41121329.mp3	3780
common_voice_ur_41160890.mp3	5400
common_voice_ur_41109568.mp3	3168
common_voice_ur_41131110.mp3	4140
common_voice_ur_41170010.mp3	5940
common_voice_ur_41173641.mp3	2088
common_voice_ur_41150419.mp3	5760
common_voice_ur_41159067.mp3	2628
common_voice_ur_41132011.mp3	2628
common_voice_ur_41123185.mp3	7380
common_voice_ur_41178052.mp3	4356
common_voice_ur_41157808.mp3	3420
common_voice_ur_41178731.mp3	4320
common_voice_ur_41151726.mp3	2448
common_voice_ur_41139624.mp3	2916
common_voice_ur_41035052.mp3	5436
common_voice_ur_41120347.mp3	4860
common_voice_ur_41156253.mp3	7020
common_voice_ur_41163551.mp3	4068
common_voice_ur_41164695.mp3	3528
common_voice_ur_41162048.mp3	2916
common_voice_ur_41142287.mp3	9036
common_voice_ur_41188148.mp3	6156
common_voice_ur_41187521.mp3	3456
common_voice_ur_41173645.mp3	4968
common_voice_ur_41170743.mp3	3240
common_voice_ur_41139980.mp3	3168
common_voice_ur_41182066.mp3	4068
common_voice_ur_41187288.mp3	4968
common_voice_ur_41119896.mp3	6228
common_voice_ur_41181572.mp3	2808
common_voice_ur_41152603.mp3	5256
common_voice_ur_41157153.mp3	3600
common_voice_ur_41156150.mp3	6408
common_voice_ur_41186720.mp3	2016
common_voice_ur_41182803.mp3	1728
common_voice_ur_41176850.mp3	3816
common_voice_ur_41185852.mp3	2556
common_voice_ur_41136174.mp3	4680
common_voice_ur_41178865.mp3	2736
common_voice_ur_41150677.mp3	4068
common_voice_ur_41166893.mp3	3060
common_voice_ur_41159422.mp3	1800
common_voice_ur_41120405.mp3	5256
common_voice_ur_41108457.mp3	3060
common_voice_ur_41169343.mp3	5796
common_voice_ur_41177398.mp3	4068
common_voice_ur_41145162.mp3	2988
common_voice_ur_41185041.mp3	2016
common_voice_ur_41173033.mp3	3636
common_voice_ur_41155223.mp3	2376
common_voice_ur_41177804.mp3	2340
common_voice_ur_41174517.mp3	5976
common_voice_ur_41152061.mp3	8136
common_voice_ur_41179068.mp3	3060
common_voice_ur_41164409.mp3	1908
common_voice_ur_41166561.mp3	5544
common_voice_ur_41179433.mp3	3816
common_voice_ur_41173972.mp3	4608
common_voice_ur_41159864.mp3	3528
common_voice_ur_41163943.mp3	2808
common_voice_ur_41139192.mp3	4968
common_voice_ur_41161384.mp3	6588
common_voice_ur_41166045.mp3	1656
common_voice_ur_41187329.mp3	3276
common_voice_ur_41148429.mp3	2736
common_voice_ur_41160226.mp3	6048
common_voice_ur_41179808.mp3	5004
common_voice_ur_41174564.mp3	2520
common_voice_ur_41144003.mp3	3168
common_voice_ur_41128056.mp3	3240
common_voice_ur_41153961.mp3	1836
common_voice_ur_41177366.mp3	1980
common_voice_ur_41109517.mp3	4680
common_voice_ur_41172862.mp3	3528
common_voice_ur_41167260.mp3	2736
common_voice_ur_41122932.mp3	3348
common_voice_ur_41157475.mp3	9396
common_voice_ur_41154439.mp3	7668
common_voice_ur_41148811.mp3	2448
common_voice_ur_41170905.mp3	80496
common_voice_ur_41155871.mp3	5580
common_voice_ur_41165658.mp3	3996
common_voice_ur_41167802.mp3	3960
common_voice_ur_41166155.mp3	3168
common_voice_ur_41141662.mp3	5256
common_voice_ur_41159707.mp3	3348
common_voice_ur_41176443.mp3	6408
common_voice_ur_41157132.mp3	4788
common_voice_ur_41151010.mp3	6696
common_voice_ur_41164741.mp3	3816
common_voice_ur_41184051.mp3	1728
common_voice_ur_41173738.mp3	7200
common_voice_ur_41157967.mp3	4968
common_voice_ur_41144585.mp3	3960
common_voice_ur_41179064.mp3	3420
common_voice_ur_41137066.mp3	2628
common_voice_ur_41126413.mp3	5868
common_voice_ur_41159795.mp3	7416
common_voice_ur_41174982.mp3	5868
common_voice_ur_41198332.mp3	1980
common_voice_ur_41118428.mp3	4788
common_voice_ur_41170563.mp3	4356
common_voice_ur_41170523.mp3	3096
common_voice_ur_41183640.mp3	1656
common_voice_ur_41130741.mp3	8820
common_voice_ur_41164438.mp3	3276
common_voice_ur_41141157.mp3	5976
common_voice_ur_41163074.mp3	8316
common_voice_ur_41153929.mp3	2700
common_voice_ur_41103102.mp3	4860
common_voice_ur_41162502.mp3	3240
common_voice_ur_41164243.mp3	2016
common_voice_ur_41126561.mp3	3420
common_voice_ur_41153263.mp3	2016
common_voice_ur_41189659.mp3	3060
common_voice_ur_41159211.mp3	2700
common_voice_ur_41183604.mp3	3168
common_voice_ur_41184320.mp3	3888
common_voice_ur_41183547.mp3	2160
common_voice_ur_41149829.mp3	8856
common_voice_ur_41036564.mp3	3348
common_voice_ur_41116947.mp3	3600
common_voice_ur_41103986.mp3	5868
common_voice_ur_41121301.mp3	3420
common_voice_ur_41186771.mp3	1620
common_voice_ur_41126920.mp3	7848
common_voice_ur_41150434.mp3	2448
common_voice_ur_41198224.mp3	5976
common_voice_ur_41183705.mp3	1800
common_voice_ur_41138000.mp3	3420
common_voice_ur_41153430.mp3	2916
common_voice_ur_41153346.mp3	1728
common_voice_ur_41134986.mp3	2880
common_voice_ur_41134991.mp3	3276
common_voice_ur_41187588.mp3	2268
common_voice_ur_41109202.mp3	5220
common_voice_ur_41166740.mp3	5256
common_voice_ur_41167937.mp3	3816
common_voice_ur_41158630.mp3	1800
common_voice_ur_41162845.mp3	2340
common_voice_ur_41179424.mp3	3816
common_voice_ur_41131450.mp3	3600
common_voice_ur_41148204.mp3	3672
common_voice_ur_41168878.mp3	3420
common_voice_ur_41164993.mp3	3276
common_voice_ur_41149247.mp3	8028
common_voice_ur_41159160.mp3	4860
common_voice_ur_41153393.mp3	2196
common_voice_ur_41166460.mp3	5796
common_voice_ur_41176019.mp3	1908
common_voice_ur_41142030.mp3	3240
common_voice_ur_41121764.mp3	4716
common_voice_ur_41142821.mp3	3456
common_voice_ur_41184451.mp3	4356
common_voice_ur_41188016.mp3	6336
common_voice_ur_41168480.mp3	2916
common_voice_ur_41132082.mp3	4248
common_voice_ur_41173183.mp3	4968
common_voice_ur_41192934.mp3	3888
common_voice_ur_41172094.mp3	6048
common_voice_ur_41122865.mp3	4608
common_voice_ur_41142767.mp3	8676
common_voice_ur_41155370.mp3	7020
common_voice_ur_41160077.mp3	3528
common_voice_ur_41150833.mp3	6336
common_voice_ur_41171811.mp3	3960
common_voice_ur_41180096.mp3	4248
common_voice_ur_41175145.mp3	1656
common_voice_ur_41172206.mp3	1980
common_voice_ur_41165342.mp3	5328
common_voice_ur_41170970.mp3	4788
common_voice_ur_41178735.mp3	4140
common_voice_ur_41125620.mp3	6768
common_voice_ur_41187310.mp3	3708
common_voice_ur_41128184.mp3	3276
common_voice_ur_41106832.mp3	4428
common_voice_ur_41198087.mp3	3168
common_voice_ur_41109923.mp3	7056
common_voice_ur_41198450.mp3	6048
common_voice_ur_41191630.mp3	3816
common_voice_ur_41173039.mp3	4860
common_voice_ur_41172922.mp3	5328
common_voice_ur_41173667.mp3	4320
common_voice_ur_41168891.mp3	1836
common_voice_ur_41152886.mp3	4968
common_voice_ur_41122014.mp3	2808
common_voice_ur_41132792.mp3	2736
common_voice_ur_41137873.mp3	6156
common_voice_ur_41126523.mp3	4176
common_voice_ur_41140630.mp3	2700
common_voice_ur_41128182.mp3	2988
common_voice_ur_41151162.mp3	2628
common_voice_ur_41185701.mp3	1620
common_voice_ur_41185643.mp3	1728
common_voice_ur_41128426.mp3	4428
common_voice_ur_41120941.mp3	4608
common_voice_ur_41159937.mp3	4356
common_voice_ur_41183942.mp3	3888
common_voice_ur_41143615.mp3	2628
common_voice_ur_41170556.mp3	5328
common_voice_ur_41169105.mp3	1728
common_voice_ur_41185837.mp3	8136
common_voice_ur_41172171.mp3	2880
common_voice_ur_41168973.mp3	4140
common_voice_ur_41167379.mp3	4068
common_voice_ur_41198187.mp3	2196
common_voice_ur_41168825.mp3	3348
common_voice_ur_41171476.mp3	4428
common_voice_ur_41148750.mp3	5760
common_voice_ur_41161476.mp3	3060
common_voice_ur_41104332.mp3	2340
common_voice_ur_41167400.mp3	1908
common_voice_ur_41163615.mp3	6516
common_voice_ur_41182222.mp3	1980
common_voice_ur_41171853.mp3	7056
common_voice_ur_41165141.mp3	4716
common_voice_ur_41181785.mp3	5868
common_voice_ur_41130632.mp3	6768
common_voice_ur_41174727.mp3	1980
common_voice_ur_41158616.mp3	1908
common_voice_ur_41164239.mp3	6228
common_voice_ur_41116539.mp3	4608
common_voice_ur_41178708.mp3	4500
common_voice_ur_41182171.mp3	1836
common_voice_ur_41136209.mp3	3816
common_voice_ur_41150151.mp3	6948
common_voice_ur_41162508.mp3	8208
common_voice_ur_41177204.mp3	2088
common_voice_ur_41128019.mp3	7776
common_voice_ur_41109633.mp3	3456
common_voice_ur_41153016.mp3	9036
common_voice_ur_41170808.mp3	2448
common_voice_ur_41130136.mp3	3816
common_voice_ur_41109188.mp3	4608
common_voice_ur_41166289.mp3	1980
common_voice_ur_41126117.mp3	2160
common_voice_ur_41122832.mp3	3816
common_voice_ur_41149987.mp3	2988
common_voice_ur_41122190.mp3	5436
common_voice_ur_41108276.mp3	4896
common_voice_ur_41132805.mp3	3168
common_voice_ur_41157604.mp3	3276
common_voice_ur_41143981.mp3	3456
common_voice_ur_41168077.mp3	11556
common_voice_ur_41173547.mp3	4968
common_voice_ur_41120755.mp3	1800
common_voice_ur_41160810.mp3	3816
common_voice_ur_41179836.mp3	5796
common_voice_ur_41131970.mp3	4608
common_voice_ur_41139826.mp3	5976
common_voice_ur_41133136.mp3	7776
common_voice_ur_41183546.mp3	6768
common_voice_ur_41108539.mp3	5400
common_voice_ur_41149660.mp3	3708
common_voice_ur_41146076.mp3	3096
common_voice_ur_41181990.mp3	3996
